[ 2017-03-28T13:38:12+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/House/budgetSale/prjid/4293/tabNum/20 | INFO: Tag[ route_check ] --START--
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: CHKADD Field.php 第 348 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: options Field.php 第 362 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: CHKADD Field.php 第 370 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: parr Form.php 第 933 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: CHKADD Field.php 第 211 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 239 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | SQL: SELECT ID,NAME FROM ERP_CITY WHERE ISVALID = -1 and ID='101' [ RunTime:0.000000s ]
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: CHKADD Field.php 第 253 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: CHKADD Field.php 第 348 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: options Field.php 第 362 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: CHKADD Field.php 第 348 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: options Field.php 第 362 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: CHKADD Field.php 第 370 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: parr Form.php 第 933 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: CHKADD Field.php 第 211 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 239 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | SQL: SELECT ID,NAME FROM ERP_CITY WHERE ISVALID = -1 and ID='103' [ RunTime:0.000000s ]
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: CHKADD Field.php 第 253 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: CHKADD Field.php 第 348 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: options Field.php 第 362 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: CHKADD Field.php 第 348 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: options Field.php 第 362 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: CHKADD Field.php 第 370 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: parr Form.php 第 933 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: CHKADD Field.php 第 211 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 239 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | SQL: SELECT ID,NAME FROM ERP_CITY WHERE ISVALID = -1 and ID='9' [ RunTime:0.000000s ]
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: CHKADD Field.php 第 253 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: CHKADD Field.php 第 348 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: options Field.php 第 362 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: CHKADD Field.php 第 348 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: options Field.php 第 362 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: CHKADD Field.php 第 370 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: parr Form.php 第 933 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: CHKADD Field.php 第 211 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 239 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | SQL: SELECT ID,NAME FROM ERP_CITY WHERE ISVALID = -1 and ID='4' [ RunTime:0.001000s ]
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined variable: CHKADD Field.php 第 253 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index:  Form.php 第 964 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: attr Field.php 第 102 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FormeditType Field.php 第 126 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 184 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: houzui Field.php 第 191 行.
[ 2017-03-28T13:38:48+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Member/merchant_manage | NOTIC: [8] Undefined index: FORMTYPE Field.php 第 199 行.
